User_ID,Calories
15242219,200
19649423,22
14641755,50
11886308,182
19611376,48
19894655,62
15946455,63
10655510,6
11167982,183
17870994,17
17841249,216
12642495,72
14766422,162
17909635,22
19211851,18
11119175,164
15451811,42
16323163,40
14545588,117
18357633,241
12259016,112
18746467,110
15284867,175
16212488,18
18720583,191
18821136,137
15269624,193
18231632,116
17079427,42
12860454,5
10580116,92
10877086,181
19488650,9
18307612,23
15264601,73
19990709,166
16502345,39
15159011,62
13301978,14
14185686,51
13033070,7
13795382,7
15538369,81
12283845,68
18376618,109
15585440,171
17795018,167
13777224,171
13077831,21
19841917,135
12416063,15
11263414,111
10906559,122
17148037,124
10871405,145
10252570,41
13452052,52
18472321,131
13438528,236
12695869,73
17350386,70
17571120,68
17164355,21
16312147,127
19566400,87
11028954,176
18713617,90
16435400,98
13266243,161
11739072,57
12738257,43
16571569,188
15135077,110
17980382,82
11424977,140
17588302,7
13938429,117
13070578,32
17799813,47
14121357,19
10011812,55
11640778,63
10929478,111
14252062,150
15084463,68
19577342,71
15426195,156
19031096,10
12097174,190
18445846,41
16138033,15
19642773,271
11500226,121
14075865,3
13586756,28
15404220,40
14860278,31
10600476,29
15092128,158
12866382,190
13197304,188
14248532,120
15732648,215
17751489,5
13844905,211
14870963,153
11577645,120
11519327,58
15333223,10
19766760,94
13173787,9
18787703,19
10849136,7
16440078,85
11756833,13
14719628,44
14935568,2
17575596,143
10206507,59
17905387,99
16644252,17
14810869,140
15367074,6
11014521,11
13104052,59
19514840,148
12658410,17
16022104,57
10131251,160
12882823,109
14269819,12
16684330,159
17609750,17
15093262,43
14684931,14
16543055,192
14108894,78
16508084,42
19487257,22
19396931,121
18867459,62
12148591,70
17603335,207
10324929,164
17690546,29
19047835,69
15700578,9
18436494,205
12564106,69
13937147,76
12312127,133
14811894,17
16568055,133
17927970,138
13025471,145
15798343,44
12525887,173
11447697,83
11247583,7
15577578,115
18866947,54
16341116,100
13666806,7
14043610,15
13560201,119
13997991,108
11462202,54
12951251,7
11481094,102
18907327,50
19371539,69
10387414,150
11327002,147
18891825,73
18558780,57
12180222,195
16117769,197
16833000,78
12663144,148
15653070,159
15053436,102
13325818,83
12259767,4
18202711,152
11848237,13
10484454,157
10083928,28
16073175,85
15388958,12
10478823,62
12076838,133
11063728,33
11136737,134
19575559,38
10621456,65
12917082,42
12245709,104
12879216,167
17565489,128
11083075,179
14035758,25
16590884,29
17779772,199
16743442,107
15589541,109
16608705,80
11548493,41
11171425,167
15735157,82
16323950,21
19102304,140
18969791,112
17095080,72
11800713,3
16704757,94
14044213,131
13067988,40
16791435,24
18647717,229
11448048,177
14519835,68
14684274,5
12298601,51
16079391,142
10592395,20
17455959,28
16096368,220
12835963,30
14880329,28
12013177,50
12522065,41
11433522,55
14472017,30
19431944,45
13303543,23
10633705,127
16014607,123
15149698,168
13882622,139
16438064,13
12804422,129
10654757,210
12788936,141
16695436,124
15431625,28
14395577,13
16026910,147
13419591,99
10439176,13
10539993,36
15777808,147
17886937,79
10327320,160
11956200,60
18853314,72
12151296,118
13687243,65
10493663,148
18273470,133
11448670,220
18011705,86
11050843,202
11396322,19
16289546,135
12770387,116
14222177,123
19287279,96
10914233,23
14534591,38
19373928,23
15917218,141
12155209,106
15914449,38
12132331,25
10757752,52
11587016,19
11039991,107
19054236,161
16208802,142
19742571,20
18320121,29
10953410,4
13771544,9
14784475,10
15346451,146
16741713,6
16652577,139
12121222,124
10429031,146
16556201,25
14304052,78
16654017,166
13368690,11
14026545,14
18153224,81
16174483,52
17492258,118
19614585,114
18777930,140
19614404,8
12163871,2
19119756,162
10866924,76
19535672,86
14057358,221
13117579,47
12051724,177
11597153,98
12958377,276
18059709,97
14056325,226
19724958,84
16886392,266
15568308,32
10770371,13
15168576,68
15105311,111
16303342,43
18663752,202
11666208,85
11368510,107
12424830,63
19049706,50
14798386,112
12675600,11
18680931,159
15737831,182
16788844,69
15635372,175
17008515,8
12663057,174
10384770,23
12328096,93
13018937,16
18849126,37
16408479,5
13589867,118
13130803,10
16894712,74
18089110,88
10155559,86
18607938,111
10846576,24
14421345,151
16716471,136
18970960,9
10224390,108
15934903,21
13854199,206
16044841,95
18716245,45
10365426,161
10157076,34
18316902,137
14533728,11
10030155,157
13999064,116
19583303,54
17689475,57
16642813,19
12736185,56
14706546,45
14022979,169
12792706,57
15420566,156
17557831,40
14312118,185
18857418,74
12764118,90
12226404,133
16250058,34
17554153,118
15880408,19
11492514,185
17615160,11
17418995,39
17850748,102
17227640,85
17261510,10
14524071,220
18687349,103
14376196,7
17974635,37
13412913,38
16333560,170
11793437,25
18752018,112
11813226,6
17124674,114
11694485,30
19896929,138
19318419,105
16901819,40
11963924,143
19713379,15
14500931,49
15467028,177
12450308,90
18375383,59
18097581,190
15891252,38
17694353,93
18690190,118
18729355,48
17062945,8
18331538,60
15482868,176
14078000,18
18094630,138
15863427,10
13055947,87
18242911,59
12161877,144
10315717,14
14551120,69
12071382,14
13327512,57
11917056,146
11702556,54
12832993,48
11611546,134
18923889,174
11280125,8
10170142,68
13092174,68
19810935,151
18365578,87
15996193,51
14680690,78
16196279,20
14478823,87
13074169,39
10067456,204
18327253,48
18411334,240
15883945,1
16359045,126
19090637,79
13725013,68
14103375,74
19855548,122
13566344,141
18809970,128
13912212,41
17984882,9
13538652,47
12370784,49
15718541,119
11731299,192
12627486,153
17091336,8
16028391,106
17714687,57
16077223,144
13568528,10
19021959,63
15760196,4
19884130,204
10684961,35
16689737,138
19926530,141
13774084,199
19121335,24
15484767,219
14933337,138
14710903,14
18733738,66
14472759,182
12441066,113
10027237,43
16442004,88
17216441,33
15744005,77
10194818,126
17472819,207
17153960,20
15711049,126
10888484,21
14890041,144
12405045,8
19188007,37
15320337,164
18667371,27
17535808,122
15513005,121
10426947,113
17030954,75
12360682,50
14448911,7
19653174,75
13091819,49
18252836,170
19017324,166
12527262,86
14426620,120
18542341,94
18276352,42
17026726,48
19111574,187
11710211,95
16960633,63
12556007,116
17185493,105
10553432,35
12682880,38
11085102,87
15874706,21
16573075,56
17917302,66
18247922,36
15816735,117
18150920,142
15734753,16
10304544,40
12801312,4
10129534,150
19109837,10
16735618,28
10171710,185
19323323,56
15128413,77
11411479,62
11273113,56
10543650,25
19558872,73
17768260,33
15594857,3
18213523,181
13536322,85
18933605,149
10216276,96
19193286,38
15552704,68
16852884,211
17026665,48
16872413,7
18442309,25
17580254,71
13859275,190
18263717,99
11409364,60
14226839,12
18359199,135
16332594,104
10488774,5
10561782,181
11980382,16
15952846,167
14662497,169
11237152,144
19113921,168
18468299,211
15225091,40
18799338,165
10210809,49
14546209,161
14839747,94
10134201,72
17781417,19
15146091,174
16546834,53
17763472,55
16092509,22
15637504,56
12826306,4
17749763,79
11586141,98
19852884,5
12274315,64
14545182,26
19184527,57
12571478,79
10485314,101
12628830,131
13289694,215
18612460,142
11618424,111
14909143,249
18430323,242
19580552,119
12631109,104
18680726,20
13811073,54
12596444,36
19292897,186
18415120,42
15136610,60
15246189,57
11009980,44
16884579,55
16268386,7
18655705,99
17004999,103
15719713,28
19140214,19
17465417,53
16347135,179
12834296,185
18198579,53
10842264,93
19929063,142
16403093,152
17909757,54
12387955,26
10387714,106
17786931,28
12015336,118
19585696,183
19981365,57
18544417,17
15006801,132
14608298,4
12851776,156
15099951,28
14805647,155
15593520,88
18256224,9
10429524,36
13841133,32
12729324,33
11315992,145
18072181,102
12383913,79
10469759,58
16803455,125
12305352,195
13114604,47
18246392,133
14710699,134
14174462,219
13315933,208
18417736,121
19757705,178
17883346,122
14087143,68
17810504,48
11122624,159
18725655,79
15351170,110
19260401,19
10966499,105
15377942,209
17894176,171
11217124,70
13451711,147
19973268,59
18059938,145
10029380,194
15659810,51
11480876,83
16496960,170
14674170,145
16335507,158
19884433,122
17376998,14
18040047,158
19712626,90
11787901,60
18210368,130
16733217,30
14350302,101
17211607,51
19169187,25
13009293,25
17272346,22
11194310,55
15335118,238
17673217,2
11472319,234
16098146,61
19805700,15
15381428,36
10488201,11
15549903,183
19748695,192
19691231,117
13585639,25
10831861,92
12561687,142
13227061,50
11919872,2
19729140,218
18181413,130
15801734,72
18014904,131
12734542,14
10104386,42
18467206,69
16256626,24
13563263,158
10440656,127
11185966,161
12258799,39
11890833,260
19846403,16
12119217,43
11504158,100
15282370,55
18972625,4
17017380,137
11230987,11
18385028,115
11700532,75
16118167,1
15792811,50
10235459,1
15277345,53
13479357,42
17305942,205
16457911,74
15772993,99
19067668,13
18694120,165
11969125,34
18993256,61
17489797,146
18694030,203
11131422,88
13798386,172
18128694,28
12210089,17
16474431,106
17338250,6
12494107,27
10753178,22
15496770,131
10042786,184
12913399,165
18647795,44
19531529,13
10421422,70
17561848,133
19148024,17
16475955,133
18580982,27
14899436,121
15571517,48
15082672,30
16279613,138
14061885,51
15330433,44
11955747,15
14448257,146
13283070,113
10073254,97
12897725,214
17174976,8
17117173,19
10334813,92
11325216,72
10034236,133
12697783,182
11028513,128
17282579,48
16901935,144
15387149,81
12589803,61
18468151,160
12132251,44
12256111,156
13399209,92
17645999,89
16097185,19
17285731,180
13145104,227
11725155,21
13246319,49
19811961,11
15541307,103
18834955,198
12969510,36
15582159,57
15343257,142
12620966,101
12540483,165
15393805,149
16209649,132
13152641,86
18472777,3
12158911,204
13189650,127
14786034,117
11155609,1
19881435,25
13001874,35
10749016,125
19710013,57
10229762,7
11016038,45
17512709,30
11441780,89
16088961,55
14012808,146
16763555,54
16676487,220
18531491,147
18635006,37
10988521,201
19799377,74
12052192,192
10153634,207
18027339,192
13226568,13
10005630,36
16957159,32
13314768,169
10698844,3
18052316,195
10097954,61
19429571,60
11789633,147
13872795,105
11984090,132
18948351,70
11967522,225
10128705,115
18450415,187
10971463,141
18157346,32
11775747,36
17804685,17
10137583,174
14623263,183
17686797,119
11222613,12
17079217,89
19866093,8
14970072,57
16056227,13
13004804,69
19081831,21
16437264,37
16409161,163
17276511,42
17108676,139
16655465,20
13447451,63
11295004,71
13077509,18
17045101,203
14106575,71
15259470,43
10437907,179
10187923,3
11743514,159
16164002,42
12723428,75
16218134,32
18989710,35
10454943,97
11509886,38
10568966,38
18846299,178
13418066,114
14243456,204
14713837,13
19150517,107
19178111,115
19526474,60
18214674,59
12004791,59
18398697,44
13390054,130
12982082,187
16996165,31
16180811,72
16360287,213
18811852,79
18381887,194
10662599,157
17276986,65
15488231,181
14508374,19
19089590,116
16783162,71
16959883,125
12395025,74
12644749,134
10268173,82
10804602,93
17995366,93
12384672,115
11274879,21
18233713,126
16804757,179
16038706,169
10715737,113
12255729,163
19072496,147
10567476,185
13591182,13
13692241,186
18164019,14
14333716,121
15453006,155
13267646,165
17236893,45
18084777,59
18204057,184
18235061,57
16814911,181
17470279,71
13131717,41
10060820,50
16691224,83
18843343,110
17903478,111
17604950,11
16150482,184
12181996,58
19367719,180
15484362,24
16507731,218
15037423,17
19250593,10
12733731,81
16255880,127
12184877,129
12658380,193
14185910,88
17034837,14
10247441,20
14139725,77
15560435,187
18249254,52
12162148,85
18532676,118
11957294,3
13304910,14
14532793,4
18462871,181
14051967,72
16599617,165
18885482,54
12337351,57
10712052,111
15689308,22
16229422,14
13976334,70
17451062,14
19359509,135
11657261,76
11801105,17
14318750,76
19819991,76
10132457,123
11146026,12
19204077,96
13780557,138
11703149,124
16911419,40
10739846,63
19620732,15
17616405,181
10876525,52
14309378,89
11218599,197
10581265,13
11082279,110
14661843,50
14887122,84
10313893,26
14057988,11
19021774,45
14888540,118
14039719,104
14495392,167
13554413,146
15032003,47
15620975,52
10902241,174
19467443,93
10123661,89
16838476,9
15412752,123
18820691,7
13220104,124
